1	pIc1s_Fundamental_Principles
10	pIc2sII_Capacity_to_Act
100	pIcVsIII_Agency
1000	pVcVIIs3_Effect_of_Will
1001	pVcVIIs3_Effect_of_Will
1002	pVcVIIs3_Effect_of_Will
1003	pVcVIIs3_Effect_of_Will
1004	pVcVIIs4_Execution_of_Will
1005	pVcVIIs4_Execution_of_Will
1006	pVcVIIs4_Execution_of_Will
1007	pVcVIIs4_Execution_of_Will
1008	pVcVIIs4_Execution_of_Will
1009	pVcVIIs4_Execution_of_Will
101	pIcVsIII_Agency
1010	pVcVIIs4_Execution_of_Will
1011	pVcVIIs4_Execution_of_Will
1012	pVcVIIs4_Execution_of_Will
1013	pVcVIIs4_Execution_of_Will
1014	pVcVIIs4_Execution_of_Will
1015	pVcVIIs4_Execution_of_Will
1016	pVcVIIs4_Execution_of_Will
1017	pVcVIIs4_Execution_of_Will
1018	pVcVIIs4_Execution_of_Will
1019	pVcVIIs4_Execution_of_Will
102	pIcVsIII_Agency
1020	pVcVIIs4_Execution_of_Will
1021	pVcVIIs4_Execution_of_Will
1022	pVcVIIs5_Revocation_and_Rescission_of_Will
1023	pVcVIIs5_Revocation_and_Rescission_of_Will
1024	pVcVIIs5_Revocation_and_Rescission_of_Will
1025	pVcVIIs5_Revocation_and_Rescission_of_Will
1026	pVcVIIs5_Revocation_and_Rescission_of_Will
1027	pVcVIIs5_Revocation_and_Rescission_of_Will
1028	pVcVIIIs_Entitlement_and_Amount_of_Legally_Reserved_Portion
1029	pVcVIIIs_Calculation_of_Legally_Reserved_Portion
103	pIcVsIII_Agency
1030	pVcVIIIs_Calculation_of_Legally_Reserved_Portion
1031	pVcVIIIs_Claim_for_Abatement_of_Gift_or_Testamentary_Gift
1032	pVcVIIIs_Partial_Abatement_of_Gifts_and_Testamentary_Gifts_of_Conditional_Rights_etc.
1033	pVcVIIIs_Order_of_Abatement_of_Gifts_and_Testamentary_Gifts
1034	pVcVIIIs_Proportion_of_Abatement_of_Testamentary_Gift
1035	pVcVIIIs_Order_of_Abatement_of_Gifts
1036	pVcVIIIs_Return_of_Fruits_of_Gift_by_Beneficiary
1037	pVcVIIIs_Burden_of_Loss_Due_to_Insolvency_of_Beneficiary
1038	pVcVIIIs_Claim_for_Abatement_of_Gift_with_Burden
1039	pVcVIIIs_Act_for_Value_with_Inadequate_Consideration
104	pIcVsIII_Agency
1040	pVcVIIIs_Object_of_Gift_Assigned_by_Beneficiary_etc.
1041	pVcVIIIs_Compensation_by_Value_to_Claimant_for_Statutory_Reserved_Portion
1042	pVcVIIIs_Limitation_on_Period_for_Claim_for_Abatement
1043	pVcVIIIs_Renunciation_of_Legally_Reserved_Portion
1044	pVcVIIIs_Provisions_regarding_Heirs_per_Stirpes_and_Share_in_Inheritance_to_be_Applied_Mutatis_Mutandis
105	pIcVsIII_Agency
106	pIcVsIII_Agency
107	pIcVsIII_Agency
108	pIcVsIII_Agency
109	pIcVsIII_Agency
11	pIc2sII_Capacity_to_Act
110	pIcVsIII_Agency
111	pIcVsIII_Agency
112	pIcVsIII_Agency
113	pIcVsIII_Agency
114	pIcVsIII_Agency
115	pIcVsIII_Agency
116	pIcVsIII_Agency
117	pIcVsIII_Agency
118	pIcVsIII_Agency
119	pIcVsIV_Nullity_and_Rescission_of_Acts
12	pIc2sII_Capacity_to_Act
120	pIcVsIV_Nullity_and_Rescission_of_Acts
121	pIcVsIV_Nullity_and_Rescission_of_Acts
122	pIcVsIV_Nullity_and_Rescission_of_Acts
123	pIcVsIV_Nullity_and_Rescission_of_Acts
124	pIcVsIV_Nullity_and_Rescission_of_Acts
125	pIcVsIV_Nullity_and_Rescission_of_Acts
126	pIcVsIV_Nullity_and_Rescission_of_Acts
127	pIcVsV_Conditions_and_Time_Limit
128	pIcVsV_Conditions_and_Time_Limit
129	pIcVsV_Conditions_and_Time_Limit
13	pIc2sII_Capacity_to_Act
130	pIcVsV_Conditions_and_Time_Limit
131	pIcVsV_Conditions_and_Time_Limit
132	pIcVsV_Conditions_and_Time_Limit
133	pIcVsV_Conditions_and_Time_Limit
134	pIcVsV_Conditions_and_Time_Limit
135	pIcVsV_Conditions_and_Time_Limit
136	pIcVsV_Conditions_and_Time_Limit
137	pIcVsV_Conditions_and_Time_Limit
138	pIcVIs_Common_Rules_on_Calculation_of_Period
139	pIcVIs_Commencement_of_Period
14	pIc2sII_Capacity_to_Act
140	pIcVIs_Commencement_of_Period
141	pIcVIs_Expiration_of_Period
142	pIcVIs_Expiration_of_Period
143	pIcVIs_Calculation_of_Period_with_Reference_to_Calendar
144	pIcVIIsI_General_Provisions
145	pIcVIIsI_General_Provisions
146	pIcVIIsI_General_Provisions
147	pIcVIIsI_General_Provisions
148	pIcVIIsI_General_Provisions
149	pIcVIIsI_General_Provisions
15	pIc2sII_Capacity_to_Act
150	pIcVIIsI_General_Provisions
151	pIcVIIsI_General_Provisions
152	pIcVIIsI_General_Provisions
153	pIcVIIsI_General_Provisions
154	pIcVIIsI_General_Provisions
155	pIcVIIsI_General_Provisions
156	pIcVIIsI_General_Provisions
157	pIcVIIsI_General_Provisions
158	pIcVIIsI_General_Provisions
159	pIcVIIsI_General_Provisions
16	pIc2sII_Capacity_to_Act
160	pIcVIIsI_General_Provisions
161	pIcVIIsI_General_Provisions
162	pIcVIIsII_Acquisitive_Prescription
163	pIcVIIsII_Acquisitive_Prescription
164	pIcVIIsII_Acquisitive_Prescription
165	pIcVIIsII_Acquisitive_Prescription
166	pIcVIIsIII_Extinctive_Prescription
167	pIcVIIsIII_Extinctive_Prescription
168	pIcVIIsIII_Extinctive_Prescription
169	pIcVIIsIII_Extinctive_Prescription
17	pIc2sII_Capacity_to_Act
170	pIcVIIsIII_Extinctive_Prescription
171	pIcVIIsIII_Extinctive_Prescription
172	pIcVIIsIII_Extinctive_Prescription
173	pIcVIIsIII_Extinctive_Prescription
174	pIcVIIsIII_Extinctive_Prescription
174-2	pIcVIIsIII_Extinctive_Prescription
175	p2c1s_Establishment_of_Real_Rights
176	p2c1s_Creation_and_Transfer_of_Real_Rights
177	p2c1s_Requirements_of_Perfection_of_Changes_in_Real_Rights_concerning_Immovable_properties
178	p2c1s_Requirements_of_Perfection_of_Transfer_of_Real_Rights_concerning_Movables
179	p2c1s_Confusion_of_Rights
18	pIc2sII_Capacity_to_Act
180	p2c2s1_Acquisition_of_Possessory_Rights
181	p2c2s1_Acquisition_of_Possessory_Rights
182	p2c2s1_Acquisition_of_Possessory_Rights
183	p2c2s1_Acquisition_of_Possessory_Rights
184	p2c2s1_Acquisition_of_Possessory_Rights
185	p2c2s1_Acquisition_of_Possessory_Rights
186	p2c2s1_Acquisition_of_Possessory_Rights
187	p2c2s1_Acquisition_of_Possessory_Rights
188	p2c2s2_Effect_of_Possessory_Rights
189	p2c2s2_Effect_of_Possessory_Rights
19	pIc2sII_Capacity_to_Act
190	p2c2s2_Effect_of_Possessory_Rights
191	p2c2s2_Effect_of_Possessory_Rights
192	p2c2s2_Effect_of_Possessory_Rights
193	p2c2s2_Effect_of_Possessory_Rights
194	p2c2s2_Effect_of_Possessory_Rights
195	p2c2s2_Effect_of_Possessory_Rights
196	p2c2s2_Effect_of_Possessory_Rights
197	p2c2s2_Effect_of_Possessory_Rights
198	p2c2s2_Effect_of_Possessory_Rights
199	p2c2s2_Effect_of_Possessory_Rights
2	pIc1s_Standard_for_Construction
20	pIc2sII_Capacity_to_Act
200	p2c2s2_Effect_of_Possessory_Rights
201	p2c2s2_Effect_of_Possessory_Rights
202	p2c2s2_Effect_of_Possessory_Rights
203	p2c2s3_Extinction_of_Possessory_Rights
204	p2c2s3_Extinction_of_Possessory_Rights
205	p2c2s4_Quasi-Possession
206	p2c3s1_Extent_of_Ownership
207	p2c3s1_Extent_of_Ownership
208	p2c3s1_Extent_of_Ownership
209	p2c3s1_Extent_of_Ownership
21	pIc2sII_Capacity_to_Act
210	p2c3s1_Extent_of_Ownership
211	p2c3s1_Extent_of_Ownership
212	p2c3s1_Extent_of_Ownership
213	p2c3s1_Extent_of_Ownership
214	p2c3s1_Extent_of_Ownership
215	p2c3s1_Extent_of_Ownership
216	p2c3s1_Extent_of_Ownership
217	p2c3s1_Extent_of_Ownership
218	p2c3s1_Extent_of_Ownership
219	p2c3s1_Extent_of_Ownership
22	pIc2sIII_Domicile
220	p2c3s1_Extent_of_Ownership
221	p2c3s1_Extent_of_Ownership
222	p2c3s1_Extent_of_Ownership
223	p2c3s1_Extent_of_Ownership
224	p2c3s1_Extent_of_Ownership
225	p2c3s1_Extent_of_Ownership
226	p2c3s1_Extent_of_Ownership
227	p2c3s1_Extent_of_Ownership
228	p2c3s1_Extent_of_Ownership
229	p2c3s1_Extent_of_Ownership
23	pIc2sIII_Domicile
230	p2c3s1_Extent_of_Ownership
231	p2c3s1_Extent_of_Ownership
232	p2c3s1_Extent_of_Ownership
233	p2c3s1_Extent_of_Ownership
234	p2c3s1_Extent_of_Ownership
235	p2c3s1_Extent_of_Ownership
236	p2c3s1_Extent_of_Ownership
237	p2c3s1_Extent_of_Ownership
238	p2c3s1_Extent_of_Ownership
239	p2c3s2_Acquisition_of_Ownership
24	pIc2sIII_Domicile
240	p2c3s2_Acquisition_of_Ownership
241	p2c3s2_Acquisition_of_Ownership
242	p2c3s2_Acquisition_of_Ownership
243	p2c3s2_Acquisition_of_Ownership
244	p2c3s2_Acquisition_of_Ownership
245	p2c3s2_Acquisition_of_Ownership
246	p2c3s2_Acquisition_of_Ownership
247	p2c3s2_Acquisition_of_Ownership
248	p2c3s2_Acquisition_of_Ownership
249	p2c3s3_Co-Ownership
25	pIc2sIV_Management_of_Absentee_Property_and_Adjudication_of_Disappearance
250	p2c3s3_Co-Ownership
251	p2c3s3_Co-Ownership
252	p2c3s3_Co-Ownership
253	p2c3s3_Co-Ownership
254	p2c3s3_Co-Ownership
255	p2c3s3_Co-Ownership
256	p2c3s3_Co-Ownership
257	p2c3s3_Co-Ownership
258	p2c3s3_Co-Ownership
259	p2c3s3_Co-Ownership
26	pIc2sIV_Management_of_Absentee_Property_and_Adjudication_of_Disappearance
260	p2c3s3_Co-Ownership
261	p2c3s3_Co-Ownership
262	p2c3s3_Co-Ownership
263	p2c3s3_Co-Ownership
264	p2c3s3_Co-Ownership
265	p2c4s_Content_of_Superficies
266	p2c4s_Rents
267	p2c4s_Mutatis_Mutandis_Application_of_Provisions_regarding_Neighboring_Relationships
268	p2c4s_Duration_of_Superficies
269	p2c4s_Removal_of_Structures
269-2	p2c4s_Superficies_for_Underground_or_Overhead_Space
27	pIc2sIV_Management_of_Absentee_Property_and_Adjudication_of_Disappearance
270	p2c5s_Content_of_Emphyteusis
271	p2c5s_Restrictions_on_Alterations_to_Land_by_Emphyteutas
272	p2c5s_Transfer_of_Emphyteusis_or_Leasing_of_Land
273	p2c5s_(Mutatis_Mutandis_Application_of_Provisions_regarding_Lease
274	p2c5s_Rent_Reductions_or_Exemptions
275	p2c5s_Waiver_of_Emphyteusis
276	p2c5s_Demand_for_Extinction_of_Emphyteusis
277	p2c5s_Customs_regarding_Emphyteusis
278	p2c5s_Duration_of_Emphyteusis
279	p2c5s_Removal_of_Structures
28	pIc2sIV_Management_of_Absentee_Property_and_Adjudication_of_Disappearance
280	p2c6s_Content_of_Servitudes
281	p2c6s_Appurtenant_Nature_of_Servitudes
282	p2c6s_Indivisibility_of_Servitudes
283	p2c6s_Acquisition_of_Servitudes_by_Prescription
284	p2c6s_Acquisition_of_Servitudes_by_Prescription
285	p2c6s_Water_Servitude
